number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_activation5,params_activation6,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_fl5,params_fl6,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
307,0.14571908116340637,2023-09-02 00:30:07.450771,2023-09-02 00:30:17.013954,0 days 00:00:09.563183,Tanh,ReLU,Leaky,Leaky,,,12,21,20.0,19.0,14.0,,,0.0014864240631888826,4,100,0.7238730817131103,0.00013037772807341375,COMPLETE
308,0.18069811165332794,2023-09-02 00:30:17.014278,2023-09-02 00:30:25.723127,0 days 00:00:08.708849,Tanh,ReLU,Leaky,Leaky,,,12,21,20.0,19.0,14.0,,,0.001419424499311741,4,100,0.6588633983270603,0.0002299551441014311,COMPLETE
309,0.18072985112667084,2023-09-02 00:30:25.723454,2023-09-02 00:30:33.025355,0 days 00:00:07.301901,Tanh,ReLU,Leaky,Tanh,,,16,22,21.0,18.0,13.0,,,0.0023067950272732444,4,100,0.7172017379550372,0.00015022865124290354,COMPLETE
310,0.14569880068302155,2023-09-02 00:30:33.025691,2023-09-02 00:30:39.552909,0 days 00:00:06.527218,Tanh,ReLU,Leaky,Leaky,,,16,21,20.0,19.0,14.0,,,0.0017257727400332558,4,100,0.6465839478601123,0.00012762329570310173,COMPLETE
311,0.2186349332332611,2023-09-02 00:30:39.553230,2023-09-02 00:30:45.974265,0 days 00:00:06.421035,Tanh,Sigmoid,Leaky,Leaky,,,16,21,20.0,19.0,15.0,,,0.001844333758177672,4,100,0.6333829865358578,0.00012652441681759182,COMPLETE
312,0.14047163724899292,2023-09-02 00:30:45.974619,2023-09-02 00:30:52.615001,0 days 00:00:06.640382,Tanh,ReLU,Leaky,Leaky,,,16,21,21.0,19.0,14.0,,,0.002302066621262419,4,100,0.6562379690862726,0.00015752372608405786,COMPLETE
313,0.14887799322605133,2023-09-02 00:30:52.615317,2023-09-02 00:30:58.820167,0 days 00:00:06.204850,Tanh,ReLU,Leaky,Leaky,,,16,21,22.0,19.0,13.0,,,0.00240394364705818,4,100,0.6110210958313753,0.0001742043697948595,COMPLETE
314,0.15930022299289703,2023-09-02 00:30:58.820500,2023-09-02 00:31:05.398353,0 days 00:00:06.577853,Tanh,ReLU,Leaky,Leaky,,,16,22,21.0,18.0,14.0,,,0.0019092213434934123,4,100,0.6479696956256664,0.00027842967300909253,COMPLETE
315,0.15522383153438568,2023-09-02 00:31:05.398675,2023-09-02 00:31:11.771610,0 days 00:00:06.372935,Tanh,ReLU,Leaky,Leaky,,,16,21,21.0,19.0,14.0,,,0.002810947150632498,4,100,0.6303133368615059,0.00022134278992675812,COMPLETE
316,0.15946191549301147,2023-09-02 00:31:11.771928,2023-09-02 00:31:18.624346,0 days 00:00:06.852418,Tanh,ReLU,Sigmoid,Leaky,,,16,21,21.0,19.0,14.0,,,0.00214995834540785,4,100,0.6685893720271316,0.0001411254617929479,COMPLETE
317,0.16171333193778992,2023-09-02 00:31:18.624674,2023-09-02 00:31:25.684886,0 days 00:00:07.060212,Sigmoid,ReLU,Leaky,Leaky,,,16,22,20.0,18.0,13.0,,,0.0017862766515698738,4,100,0.6637838348222002,0.00016379079688144213,COMPLETE
318,0.1903284639120102,2023-09-02 00:31:25.685218,2023-09-02 00:31:29.461271,0 days 00:00:03.776053,Tanh,ReLU,Leaky,Leaky,,,16,21,22.0,1.0,12.0,,,0.0015896629222779094,4,100,0.37296124840723827,0.00012625540488908998,COMPLETE
319,0.39084744453430176,2023-09-02 00:31:29.461602,2023-09-02 00:31:34.215818,0 days 00:00:04.754216,Tanh,ReLU,Tanh,Leaky,,,16,22,20.0,19.0,15.0,,,0.002623344099724062,4,100,0.3955429608130345,0.09878493896690008,COMPLETE
320,0.21113622188568115,2023-09-02 00:31:34.216145,2023-09-02 00:31:37.010632,0 days 00:00:02.794487,Tanh,ReLU,Leaky,Leaky,,,16,21,22.0,18.0,14.0,,,0.00037895116403334207,4,40,0.6825280211346888,0.0002062909514283505,COMPLETE
321,0.19876423478126526,2023-09-02 00:31:37.010963,2023-09-02 00:32:22.985098,0 days 00:00:45.974135,Tanh,ReLU,Leaky,Leaky,,,2,21,20.0,20.0,15.0,,,0.0020986259499010825,4,100,0.6050816935094827,0.008434367991393264,COMPLETE
322,0.15807317197322845,2023-09-02 00:32:22.985416,2023-09-02 00:32:28.901879,0 days 00:00:05.916463,ReLU,ReLU,Leaky,Leaky,,,16,20,20.0,19.0,13.0,,,0.0012856537632100688,4,100,0.5886576921108421,0.0001190558817858235,COMPLETE
323,0.17194999754428864,2023-09-02 00:32:28.902200,2023-09-02 00:32:36.074056,0 days 00:00:07.171856,Tanh,ReLU,Leaky,Leaky,,,16,20,21.0,12.0,14.0,,,0.0015954261528177702,4,100,0.7121356717063813,0.00016944602429965866,COMPLETE
324,0.15310606360435486,2023-09-02 00:32:36.074398,2023-09-02 00:32:44.525569,0 days 00:00:08.451171,Tanh,ReLU,Leaky,Leaky,,,12,21,21.0,19.0,18.0,,,0.0013115786377760276,4,100,0.6417701614162225,0.00010919795836090105,COMPLETE
325,0.14858414232730865,2023-09-02 00:32:44.525883,2023-09-02 00:32:51.704399,0 days 00:00:07.178516,Tanh,ReLU,Leaky,Leaky,,,12,22,20.0,18.0,14.0,,,0.002435816826802864,4,100,0.5463060571250301,0.000143747999172936,COMPLETE
326,0.23258116841316223,2023-09-02 00:32:51.704723,2023-09-02 00:32:54.111274,0 days 00:00:02.406551,Tanh,ReLU,Leaky,Sigmoid,,,12,20,10.0,20.0,15.0,,,0.0018328340447574848,4,100,0.17732985433639364,0.00022150784060942825,COMPLETE
327,0.19024750590324402,2023-09-02 00:32:54.111593,2023-09-02 00:32:59.484170,0 days 00:00:05.372577,Tanh,ReLU,Tanh,Leaky,,,12,20,20.0,20.0,13.0,,,0.0014018036559707364,4,100,0.4064415550648728,0.00029633681653073725,COMPLETE
328,0.24868419766426086,2023-09-02 00:32:59.484494,2023-09-02 00:33:03.094440,0 days 00:00:03.609946,Tanh,ReLU,Leaky,Leaky,,,16,21,16.0,19.0,15.0,,,0.0001739109354376529,4,100,0.35177416739406947,0.0001747014764686169,COMPLETE
329,0.18102583289146423,2023-09-02 00:33:03.094760,2023-09-02 00:33:11.826172,0 days 00:00:08.731412,Tanh,ReLU,Leaky,ReLU,Tanh,ReLU,12,23,20.0,24.0,17.0,11.0,14.0,0.0021761520496319455,6,100,0.4885211806750116,0.0001279325288276177,COMPLETE
330,0.16437877714633942,2023-09-02 00:33:11.826524,2023-09-02 00:33:21.400645,0 days 00:00:09.574121,Tanh,ReLU,Leaky,Leaky,,,12,22,7.0,18.0,16.0,,,0.0016056114876243006,4,100,0.7325142957607755,0.00010744102759907612,COMPLETE
331,0.15705746412277222,2023-09-02 00:33:21.400967,2023-09-02 00:33:30.511122,0 days 00:00:09.110155,Tanh,ReLU,Leaky,Leaky,,,12,20,21.0,19.0,15.0,,,0.002929726682260163,4,100,0.6896155933686673,2.5402124774708542e-05,COMPLETE
332,0.18071798980236053,2023-09-02 00:33:30.511444,2023-09-02 00:33:41.797981,0 days 00:00:11.286537,Tanh,ReLU,Tanh,Leaky,,,10,21,17.0,24.0,19.0,,,0.0011927343006264308,4,100,0.7187134038514537,0.00025325411250716294,COMPLETE
333,0.21800602972507477,2023-09-02 00:33:41.798297,2023-09-02 00:33:46.037120,0 days 00:00:04.238823,Tanh,Sigmoid,Sigmoid,Leaky,,,12,20,22.0,13.0,14.0,,,0.0019196697587488744,4,100,0.31606608743687115,3.6098398719039006e-05,COMPLETE
334,0.24257385730743408,2023-09-02 00:33:46.037451,2023-09-02 00:33:55.831140,0 days 00:00:09.793689,Tanh,ReLU,Leaky,Leaky,,,12,21,20.0,4.0,12.0,,,0.09965149389368008,4,100,0.7437671466928563,5.5674160935675176e-05,COMPLETE
335,0.22096477448940277,2023-09-02 00:33:55.831481,2023-09-02 00:34:03.662728,0 days 00:00:07.831247,Sigmoid,ReLU,Leaky,Tanh,,,12,20,20.0,20.0,14.0,,,0.0014242616224256581,4,100,0.5580696426742253,0.00014777606416021492,COMPLETE
336,0.18086634576320648,2023-09-02 00:34:03.663041,2023-09-02 00:34:08.343516,0 days 00:00:04.680475,Tanh,ReLU,Leaky,Leaky,Sigmoid,,12,20,19.0,24.0,16.0,16.0,,0.0017213886112719852,5,100,0.30165771313386464,0.00010778037290327429,COMPLETE
337,0.15184824168682098,2023-09-02 00:34:08.343859,2023-09-02 00:34:15.435913,0 days 00:00:07.092054,Tanh,ReLU,Leaky,Leaky,,,16,19,21.0,19.0,17.0,,,0.0025717093536648298,4,100,0.6980638566414149,0.00017947414191103885,COMPLETE
338,0.14179261028766632,2023-09-02 00:34:15.436234,2023-09-02 00:35:04.093576,0 days 00:00:48.657342,Tanh,ReLU,Leaky,Leaky,,,2,21,17.0,23.0,15.0,,,0.0012334108167476711,4,100,0.6630424014156665,1.53368773975167e-05,COMPLETE
339,0.18843171000480652,2023-09-02 00:35:04.093913,2023-09-02 00:35:41.775109,0 days 00:00:37.681196,Tanh,ReLU,Leaky,Leaky,,,2,19,17.0,23.0,15.0,,,0.0012276009172028307,4,100,0.514975221122594,1.4677022006478217e-05,COMPLETE
340,0.16103582084178925,2023-09-02 00:35:41.775434,2023-09-02 00:36:01.315102,0 days 00:00:19.539668,Tanh,ReLU,ReLU,Leaky,,,2,22,16.0,23.0,6.0,,,0.0011199257385187253,4,40,0.6638691612926386,2.2978972864035607e-05,COMPLETE
341,0.1541336327791214,2023-09-02 00:36:01.315429,2023-09-02 00:36:49.450901,0 days 00:00:48.135472,Tanh,ReLU,Tanh,Leaky,,,2,21,17.0,24.0,16.0,,,0.0020641494587230243,4,100,0.658541086506203,2.8054313348596713e-05,COMPLETE
342,0.20880858600139618,2023-09-02 00:36:49.451222,2023-09-02 00:36:53.524481,0 days 00:00:04.073259,ReLU,ReLU,Leaky,Leaky,,,10,20,16.0,23.0,15.0,,,0.0013087601880566212,4,100,0.2573458704513454,1.3191328277490702e-05,COMPLETE
343,0.1750086545944214,2023-09-02 00:36:53.524815,2023-09-02 00:37:27.738228,0 days 00:00:34.213413,Tanh,ReLU,Leaky,Leaky,,,2,19,17.0,22.0,15.0,,,0.0016996993803797768,4,100,0.4659212043805564,1.8652822601624035e-05,COMPLETE
344,0.15295164287090302,2023-09-02 00:37:27.738586,2023-09-02 00:38:14.429622,0 days 00:00:46.691036,Tanh,ReLU,Leaky,Leaky,,,2,20,17.0,24.0,16.0,,,0.0028460856127251557,4,100,0.6354758611983304,1.4877198529655394e-05,COMPLETE
345,0.12024316191673279,2023-09-02 00:38:14.429952,2023-09-02 00:38:22.029158,0 days 00:00:07.599206,Tanh,ReLU,Leaky,Leaky,,,16,19,18.0,21.0,18.0,,,0.002281363178167955,4,100,0.754820252045,1.688786105852305e-05,COMPLETE
346,0.14899618923664093,2023-09-02 00:38:22.029485,2023-09-02 00:38:32.116194,0 days 00:00:10.086709,Tanh,ReLU,ReLU,Leaky,,,12,19,18.0,21.0,18.0,,,0.002278691949309661,4,100,0.7585425040798995,2.0788151711660407e-05,COMPLETE
347,0.13503268361091614,2023-09-02 00:38:32.116512,2023-09-02 00:39:26.794990,0 days 00:00:54.678478,Tanh,ReLU,Leaky,Leaky,,,2,19,18.0,21.0,20.0,,,0.0030119374163250123,4,100,0.7487338852070557,4.790881744702212e-05,COMPLETE
348,0.16651101410388947,2023-09-02 00:39:26.795317,2023-09-02 00:40:21.036313,0 days 00:00:54.240996,Tanh,ReLU,Leaky,Leaky,,,2,19,18.0,21.0,20.0,,,0.0032098203138594926,4,100,0.7429036136008733,1.188785115995805e-05,COMPLETE
349,0.17365583777427673,2023-09-02 00:40:21.036642,2023-09-02 00:41:12.762162,0 days 00:00:51.725520,Tanh,ReLU,ReLU,Leaky,,,2,19,17.0,21.0,19.0,,,9.871794980426013e-05,4,100,0.6964127131062618,1.7980212096138172e-05,COMPLETE
350,0.15635624527931213,2023-09-02 00:41:12.762495,2023-09-02 00:42:07.912986,0 days 00:00:55.150491,Tanh,ReLU,Leaky,Sigmoid,,,2,19,18.0,21.0,18.0,,,0.0027652018713755573,4,100,0.7513413190310095,1.6706305214258112e-05,COMPLETE
351,0.3048790395259857,2023-09-02 00:42:07.913315,2023-09-02 00:42:18.214998,0 days 00:00:10.301683,Tanh,ReLU,Tanh,Leaky,,,2,19,18.0,22.0,17.0,,,3.3501361610622525e-05,4,100,0.13962782005006977,0.000395118887432189,COMPLETE
352,0.14871452748775482,2023-09-02 00:42:18.215331,2023-09-02 00:43:10.657411,0 days 00:00:52.442080,Tanh,ReLU,Leaky,Leaky,,,2,20,17.0,21.0,21.0,,,0.0031841508589196747,4,100,0.7180129036397819,6.433422048615925e-05,COMPLETE
353,0.15995165705680847,2023-09-02 00:43:10.657739,2023-09-02 00:43:22.963350,0 days 00:00:12.305611,Tanh,ReLU,ReLU,Leaky,,,10,20,18.0,22.0,19.0,,,0.0036835503476633506,4,100,0.7679474723661366,1.1433111622538395e-05,COMPLETE
354,1.0249043703079224,2023-09-02 00:43:22.963686,2023-09-02 00:43:52.766941,0 days 00:00:29.803255,Sigmoid,Sigmoid,Leaky,ReLU,,,2,19,17.0,22.0,18.0,,,0.0657201239445072,4,100,0.39253130483095294,1.0600093748612599e-05,COMPLETE
355,0.1385103166103363,2023-09-02 00:43:52.767269,2023-09-02 00:44:00.212810,0 days 00:00:07.445541,Tanh,ReLU,Leaky,Leaky,,,16,18,18.0,20.0,17.0,,,0.0023232775261501507,4,100,0.7366806896658809,5.129257343448363e-05,COMPLETE
356,0.16520138084888458,2023-09-02 00:44:00.213134,2023-09-02 00:44:07.175591,0 days 00:00:06.962457,Tanh,ReLU,Leaky,Leaky,,,16,18,18.0,20.0,17.0,,,0.002149726790557735,4,100,0.6896582336278914,4.99271620332318e-05,COMPLETE
357,0.15960031747817993,2023-09-02 00:44:07.175915,2023-09-02 00:44:14.458089,0 days 00:00:07.282174,Tanh,ReLU,Leaky,Leaky,,,16,19,18.0,20.0,17.0,,,0.0025819965428820362,4,100,0.7214173928582556,1.5528693935278185e-05,COMPLETE
358,0.160121351480484,2023-09-02 00:44:14.458424,2023-09-02 00:44:24.138830,0 days 00:00:09.680406,Tanh,ReLU,Leaky,Leaky,,,12,18,16.0,23.0,18.0,,,0.0022588777478704607,4,100,0.740825704072338,6.35275241065297e-05,COMPLETE
359,0.18014852702617645,2023-09-02 00:44:24.139149,2023-09-02 00:44:29.866380,0 days 00:00:05.727231,Tanh,ReLU,Leaky,Leaky,,,16,19,17.0,20.0,17.0,,,0.0018909394097518957,4,100,0.5680083919518932,3.155812780375203e-05,COMPLETE
360,0.15059258043766022,2023-09-02 00:44:29.866712,2023-09-02 00:44:38.748110,0 days 00:00:08.881398,Tanh,ReLU,Leaky,Leaky,Leaky,,16,20,18.0,23.0,16.0,5.0,,0.0010814633762157133,5,100,0.7702374276991545,4.86153536417916e-05,COMPLETE
361,0.1525159329175949,2023-09-02 00:44:38.748444,2023-09-02 00:44:45.669623,0 days 00:00:06.921179,Tanh,ReLU,Leaky,Leaky,,,16,18,17.0,23.0,18.0,,,0.0024384367632954763,4,100,0.6884087279627125,2.082396988456984e-05,COMPLETE
362,0.2395981252193451,2023-09-02 00:44:45.669943,2023-09-02 00:44:46.552108,0 days 00:00:00.882165,Tanh,ReLU,Leaky,Tanh,,,16,19,18.0,24.0,16.0,,,0.0012863944073488052,4,40,0.20553591980494346,3.650884797189926e-05,COMPLETE
363,0.23395884037017822,2023-09-02 00:44:46.552436,2023-09-02 00:44:49.588423,0 days 00:00:03.035987,Tanh,ReLU,Sigmoid,Leaky,,,12,18,18.0,20.0,16.0,,,0.0015578518352426583,4,100,0.225574446508158,6.108664658294748e-05,COMPLETE
364,0.19460895657539368,2023-09-02 00:44:49.588750,2023-09-02 00:44:53.967475,0 days 00:00:04.378725,Tanh,ReLU,Leaky,Leaky,,,10,20,18.0,23.0,17.0,,,0.0019873586671969325,4,100,0.27833236273065537,4.1582599509432335e-05,COMPLETE
365,0.15040223300457,2023-09-02 00:44:53.967805,2023-09-02 00:45:03.371518,0 days 00:00:09.403713,Tanh,ReLU,Leaky,Leaky,,,12,23,17.0,21.0,15.0,,,0.0010690325278241075,4,100,0.71792981742358,7.30155387942031e-05,COMPLETE
366,0.15553613007068634,2023-09-02 00:45:03.371851,2023-09-02 00:45:11.180631,0 days 00:00:07.808780,Tanh,ReLU,Tanh,Leaky,,,16,20,19.0,24.0,15.0,,,0.0015712446906383287,4,100,0.7720747726422298,5.367896213298911e-05,COMPLETE
367,0.17436864972114563,2023-09-02 00:45:11.180956,2023-09-02 00:45:21.601939,0 days 00:00:10.420983,ReLU,ReLU,Leaky,Leaky,,,12,21,19.0,20.0,17.0,,,0.0008966151607251453,4,100,0.7991164568750385,2.536884934687915e-05,COMPLETE
368,0.17542603611946106,2023-09-02 00:45:21.602260,2023-09-02 00:45:28.677774,0 days 00:00:07.075514,Tanh,ReLU,Leaky,Leaky,,,12,18,18.0,24.0,19.0,,,0.0019123583900299349,4,100,0.5329399430911685,1.585146289867776e-05,COMPLETE
369,0.17205283045768738,2023-09-02 00:45:28.678109,2023-09-02 00:46:14.247268,0 days 00:00:45.569159,Tanh,ReLU,Leaky,Leaky,,,2,19,13.0,22.0,16.0,,,0.00270087089861335,4,100,0.6205424010074752,0.0003623800476679747,COMPLETE
370,0.22732219099998474,2023-09-02 00:46:14.247596,2023-09-02 00:46:16.811594,0 days 00:00:02.563998,Tanh,ReLU,Leaky,Leaky,,,12,20,17.0,23.0,20.0,,,0.0012617952016461965,4,100,0.18722196963711496,7.509888599575477e-05,COMPLETE
371,0.2036903202533722,2023-09-02 00:46:16.811920,2023-09-02 00:46:21.929220,0 days 00:00:05.117300,Tanh,ReLU,Leaky,Leaky,,,12,22,18.0,24.0,18.0,,,0.00038080852336045074,4,100,0.3817631650607432,5.017362835427218e-05,COMPLETE
372,0.2045469731092453,2023-09-02 00:46:21.929548,2023-09-02 00:46:29.277315,0 days 00:00:07.347767,Tanh,ReLU,Leaky,Leaky,,,16,19,1.0,20.0,15.0,,,0.0015908185483027141,4,100,0.737700177330554,9.91014331532155e-05,COMPLETE
373,0.16577090322971344,2023-09-02 00:46:29.277641,2023-09-02 00:46:38.180132,0 days 00:00:08.902491,Tanh,ReLU,Tanh,Leaky,,,12,18,11.0,23.0,20.0,,,0.002426548064880151,4,100,0.6832519782297808,3.173416039633892e-05,COMPLETE
374,0.15479323267936707,2023-09-02 00:46:38.180460,2023-09-02 00:46:49.696773,0 days 00:00:11.516313,Tanh,ReLU,Leaky,Leaky,,,10,21,16.0,22.0,13.0,,,0.0011914759223980078,4,100,0.7428729989413686,4.119759910436169e-05,COMPLETE
375,0.20056132972240448,2023-09-02 00:46:49.697100,2023-09-02 00:46:53.544782,0 days 00:00:03.847682,Tanh,ReLU,Leaky,Leaky,,,12,19,14.0,19.0,14.0,,,0.004397978931573452,4,100,0.29166542125306455,0.0004637892772619991,COMPLETE
376,0.1806383579969406,2023-09-02 00:46:53.545108,2023-09-02 00:46:59.165618,0 days 00:00:05.620510,Tanh,ReLU,Leaky,Leaky,,,12,17,19.0,9.0,16.0,,,0.001837593775262685,4,100,0.42919307459687145,5.9952533545291937e-05,COMPLETE
377,0.15942981839179993,2023-09-02 00:46:59.165948,2023-09-02 00:47:07.050512,0 days 00:00:07.884564,Tanh,ReLU,Leaky,Leaky,,,12,20,22.0,24.0,15.0,,,0.0013621641376104746,4,100,0.5932921192541144,0.00027357941309228513,COMPLETE
378,0.2556840479373932,2023-09-02 00:47:07.050845,2023-09-02 00:47:14.827127,0 days 00:00:07.776282,Tanh,ReLU,Leaky,Leaky,,,16,18,17.0,10.0,17.0,,,0.003442543305862045,4,100,0.7142190342781809,0.027903605306572633,COMPLETE
379,0.14442962408065796,2023-09-02 00:47:14.827471,2023-09-02 00:47:24.995095,0 days 00:00:10.167624,Tanh,ReLU,Leaky,Sigmoid,,,12,19,19.0,21.0,18.0,,,0.0009755937645509975,4,100,0.7682011093372395,8.768846894848123e-05,COMPLETE
380,0.1794811338186264,2023-09-02 00:47:24.995429,2023-09-02 00:47:35.468473,0 days 00:00:10.473044,Tanh,Sigmoid,Leaky,Leaky,,,12,22,15.0,23.0,16.0,,,0.002294116049863556,4,100,0.7993853786474042,0.0008120345365460982,COMPLETE
381,0.22320975363254547,2023-09-02 00:47:35.468792,2023-09-02 00:47:55.197628,0 days 00:00:19.728836,Sigmoid,ReLU,Tanh,Leaky,,,2,5,18.0,20.0,15.0,,,0.0014718017534052575,4,40,0.6664833461975986,6.95228856524582e-05,COMPLETE
382,0.3315524756908417,2023-09-02 00:47:55.197966,2023-09-02 00:47:58.548718,0 days 00:00:03.350752,Tanh,ReLU,Leaky,ReLU,,,12,21,19.0,24.0,19.0,,,2.5746027770027885e-05,4,100,0.24614254524736137,2.5347164592151828e-05,COMPLETE
383,0.15234842896461487,2023-09-02 00:47:58.549037,2023-09-02 00:48:10.170000,0 days 00:00:11.620963,Tanh,ReLU,Leaky,Leaky,,,10,20,12.0,24.0,13.0,,,0.0019474541883514281,4,100,0.7512500776786203,2.0230541252208835e-05,COMPLETE
384,0.2566940486431122,2023-09-02 00:48:10.170329,2023-09-02 00:48:16.133223,0 days 00:00:05.962894,Tanh,ReLU,Sigmoid,Leaky,,,12,19,18.0,23.0,14.0,,,0.00018495672085163092,4,100,0.4496382039314561,1.234103163476114e-05,COMPLETE
385,0.17974387109279633,2023-09-02 00:48:16.133557,2023-09-02 00:48:20.970663,0 days 00:00:04.837106,Tanh,ReLU,Leaky,Leaky,,,16,18,18.0,17.0,21.0,,,0.0007791859067559035,4,100,0.47639494586799414,0.00021205802264789386,COMPLETE
386,0.17226162552833557,2023-09-02 00:48:20.970988,2023-09-02 00:48:30.159903,0 days 00:00:09.188915,Tanh,ReLU,Leaky,Tanh,,,12,17,21.0,18.0,12.0,,,0.00048128602184965846,4,100,0.7031167166747602,5.1143405540960684e-05,COMPLETE
387,0.12156496942043304,2023-09-02 00:48:30.160231,2023-09-02 00:48:40.316925,0 days 00:00:10.156694,Tanh,ReLU,Leaky,Leaky,,,12,19,17.0,22.0,14.0,,,0.0029653290885232136,4,100,0.7733263699348523,9.30352680397447e-05,COMPLETE
388,0.1969112753868103,2023-09-02 00:48:40.317256,2023-09-02 00:48:50.241286,0 days 00:00:09.924030,ReLU,ReLU,Leaky,Leaky,,,12,18,17.0,22.0,14.0,,,0.0028964173305015294,4,100,0.7652104947706158,8.12143767895603e-05,COMPLETE
389,0.17243479192256927,2023-09-02 00:48:50.241629,2023-09-02 00:49:13.316217,0 days 00:00:23.074588,Tanh,ReLU,Leaky,Leaky,,,2,20,16.0,22.0,13.0,,,0.003180817180426223,4,100,0.31635700005847234,0.00010192670031111178,COMPLETE
390,0.17854604125022888,2023-09-02 00:49:13.316549,2023-09-02 00:49:17.622836,0 days 00:00:04.306287,Tanh,ReLU,Leaky,Leaky,,,12,21,16.0,21.0,15.0,,,0.0036654635918834406,4,100,0.3243224287134816,0.00032570058669416016,COMPLETE
391,0.14148034155368805,2023-09-02 00:49:17.623164,2023-09-02 00:49:25.659077,0 days 00:00:08.035913,Tanh,ReLU,Leaky,Leaky,,,16,19,17.0,21.0,14.0,,,0.0038596822993690327,4,100,0.798061208904872,8.912647603079897e-05,COMPLETE
392,0.1786498725414276,2023-09-02 00:49:25.659400,2023-09-02 00:49:33.735921,0 days 00:00:08.076521,Tanh,ReLU,Leaky,Leaky,,,16,19,17.0,21.0,14.0,,,0.0035972702392572985,4,100,0.7995033071721835,0.00010683901979027692,COMPLETE
393,0.132093146443367,2023-09-02 00:49:33.736250,2023-09-02 00:49:41.188775,0 days 00:00:07.452525,Tanh,ReLU,Leaky,Leaky,,,16,19,17.0,21.0,23.0,,,0.0043470191176997845,4,100,0.7392418136245588,1.7558366187563864e-05,COMPLETE
394,0.1747150421142578,2023-09-02 00:49:41.189121,2023-09-02 00:49:43.556287,0 days 00:00:02.367166,Tanh,ReLU,Leaky,Leaky,,,16,19,16.0,21.0,23.0,,,0.004018147502379312,4,100,0.22791838420519905,1.760377713899522e-05,COMPLETE
395,0.16077549755573273,2023-09-02 00:49:43.556620,2023-09-02 00:49:51.362608,0 days 00:00:07.805988,Tanh,ReLU,ReLU,Leaky,,,16,20,17.0,21.0,1.0,,,0.004842141931485788,4,100,0.7713977330265561,1.4245031104007792e-05,COMPLETE
396,0.17376750707626343,2023-09-02 00:49:51.362935,2023-09-02 00:49:53.652166,0 days 00:00:02.289231,Tanh,ReLU,Leaky,Leaky,ReLU,,16,19,17.0,21.0,24.0,20.0,,0.004258839796462552,5,60,0.3036613107206527,1.965937995380725e-05,COMPLETE
397,0.17987892031669617,2023-09-02 00:49:53.652513,2023-09-02 00:50:01.201256,0 days 00:00:07.548743,Tanh,ReLU,Leaky,Leaky,,,16,20,16.0,21.0,23.0,,,0.004673035876127257,4,100,0.7485713151593177,9.086068758022201e-05,COMPLETE
398,0.18159011006355286,2023-09-02 00:50:01.201592,2023-09-02 00:50:03.812272,0 days 00:00:02.610680,Tanh,ReLU,Leaky,Leaky,,,16,19,17.0,20.0,22.0,,,0.005773269701279417,4,100,0.2516554086484266,1.601932828500593e-05,COMPLETE
399,0.23053930699825287,2023-09-02 00:50:03.812598,2023-09-02 00:50:05.871159,0 days 00:00:02.058561,Tanh,ReLU,Leaky,Leaky,,,16,20,15.0,21.0,13.0,,,0.0030226743322988433,4,100,0.19587053956742825,0.00014446262942269632,COMPLETE
400,0.14613263309001923,2023-09-02 00:50:05.871494,2023-09-02 00:50:14.113162,0 days 00:00:08.241668,Tanh,ReLU,ReLU,Leaky,,,16,19,16.0,22.0,22.0,,,0.005253600157149964,4,100,0.7742870563410881,0.00024232434419958987,COMPLETE
401,0.18679864704608917,2023-09-02 00:50:14.113489,2023-09-02 00:50:17.822711,0 days 00:00:03.709222,Tanh,ReLU,Leaky,Leaky,,,16,21,5.0,20.0,23.0,,,0.003640855378843285,4,100,0.36322652640996467,7.445585850170181e-05,COMPLETE
402,0.17034775018692017,2023-09-02 00:50:17.823067,2023-09-02 00:50:21.069509,0 days 00:00:03.246442,Tanh,ReLU,Leaky,Leaky,,,16,20,17.0,22.0,13.0,,,0.0026679450420441044,4,40,0.7972901887953416,0.00012214980479394129,COMPLETE
403,0.17644913494586945,2023-09-02 00:50:21.069843,2023-09-02 00:50:28.442476,0 days 00:00:07.372633,Sigmoid,Sigmoid,Leaky,Leaky,,,16,19,17.0,21.0,14.0,,,0.0038161840947809945,4,100,0.7368990402781449,0.00020690905982843528,COMPLETE
404,0.17080342769622803,2023-09-02 00:50:28.442805,2023-09-02 00:50:37.665765,0 days 00:00:09.222960,Tanh,ReLU,Leaky,Sigmoid,,,10,22,17.0,20.0,12.0,,,0.002982447814611971,4,100,0.5772625314511355,0.0009091411969772505,COMPLETE
405,0.15684419870376587,2023-09-02 00:50:37.666096,2023-09-02 00:50:44.758275,0 days 00:00:07.092179,Tanh,ReLU,ReLU,Leaky,,,16,19,6.0,22.0,14.0,,,0.002391111585041209,4,100,0.7039819547266207,1.3100896518043005e-05,COMPLETE
406,0.21649011969566345,2023-09-02 00:50:44.758606,2023-09-02 00:50:49.287342,0 days 00:00:04.528736,Tanh,ReLU,Leaky,Leaky,,,16,20,17.0,20.0,14.0,,,0.0005713700395329766,4,100,0.44269532099812725,0.0011623296397946198,COMPLETE
407,0.1733682006597519,2023-09-02 00:50:49.287671,2023-09-02 00:51:17.191038,0 days 00:00:27.903367,Tanh,ReLU,Leaky,ReLU,,,2,21,21.0,21.0,24.0,,,0.004293338666290428,4,100,0.3732231361985499,2.4498033829066537e-05,COMPLETE
