number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_batch_size,params_fl1,params_fl2,params_fl3,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
79,0.10328342765569687,2023-09-02 12:38:51.622101,2023-09-02 12:39:05.289262,0 days 00:00:13.667161,Tanh,ReLU,,4,24,23.0,,0.00044858484630358664,2,60,0.4364438229956581,0.00030269276612298235,COMPLETE
80,0.104562908411026,2023-09-02 12:39:05.289538,2023-09-02 12:39:59.251215,0 days 00:00:53.961677,Tanh,Leaky,,2,20,21.0,,0.0018873005565100379,2,100,0.5299451603532135,8.43930603946653e-05,COMPLETE
81,0.10082831233739853,2023-09-02 12:39:59.251490,2023-09-02 12:40:07.870729,0 days 00:00:08.619239,Tanh,ReLU,,12,18,23.0,,0.0013587557237015107,2,100,0.46221099823078476,0.00011650585746284558,COMPLETE
82,0.10030414909124374,2023-09-02 12:40:07.871007,2023-09-02 12:40:16.718584,0 days 00:00:08.847577,Tanh,ReLU,,12,17,24.0,,0.0006651023400997504,2,100,0.47778152581255073,0.00016714915990364825,COMPLETE
83,0.11736457794904709,2023-09-02 12:40:16.718853,2023-09-02 12:40:24.914899,0 days 00:00:08.196046,Sigmoid,ReLU,,12,18,23.0,,0.0013399054448582038,2,100,0.4180177343089919,0.0002130443959546099,COMPLETE
84,0.10710027068853378,2023-09-02 12:40:24.915186,2023-09-02 12:40:33.377847,0 days 00:00:08.462661,Tanh,ReLU,,12,19,13.0,,0.001065357723390515,2,100,0.4570412903165577,0.0012829688704808166,COMPLETE
85,0.10101494193077087,2023-09-02 12:40:33.378128,2023-09-02 12:40:41.855075,0 days 00:00:08.476947,Tanh,Leaky,,10,20,22.0,,0.003235942202218278,2,100,0.38767436368707286,0.0008478150486011277,COMPLETE
86,0.10439247637987137,2023-09-02 12:40:41.855352,2023-09-02 12:40:49.962878,0 days 00:00:08.107526,Tanh,Tanh,,12,13,16.0,,0.0023242121308578523,2,100,0.4507933088963677,0.0001244342704581662,COMPLETE
87,0.10120583325624466,2023-09-02 12:40:49.963149,2023-09-02 12:40:56.134501,0 days 00:00:06.171352,Tanh,ReLU,,16,21,20.0,,0.0008206401592375736,2,80,0.5361256593982373,0.00014295939680591756,COMPLETE
88,0.09926431626081467,2023-09-02 12:40:56.134766,2023-09-02 12:41:25.096171,0 days 00:00:28.961405,Tanh,Leaky,,2,16,21.0,,0.0016928527859374112,2,60,0.48147338638017895,0.0004701385782362342,COMPLETE
89,0.10517973452806473,2023-09-02 12:41:25.096448,2023-09-02 12:41:53.627673,0 days 00:00:28.531225,Leaky,Leaky,,2,16,15.0,,0.00395634918863441,2,60,0.4824191395526146,0.0004525583310816757,COMPLETE
90,0.13891012966632843,2023-09-02 12:41:53.627948,2023-09-02 12:42:15.708100,0 days 00:00:22.080152,Sigmoid,Leaky,,2,23,21.0,,0.0004459298427215727,2,60,0.36172867977245005,0.0007145439819466137,COMPLETE
91,0.10324913263320923,2023-09-02 12:42:15.708383,2023-09-02 12:42:40.523727,0 days 00:00:24.815344,Tanh,Leaky,,2,15,23.0,,0.001737890169388323,2,60,0.4122803450475044,0.0002500115760477958,COMPLETE
92,0.09745568037033081,2023-09-02 12:42:40.524004,2023-09-02 12:43:07.339849,0 days 00:00:26.815845,Tanh,Leaky,,2,17,22.0,,0.001369702659863202,2,60,0.4422253988181801,0.00016256883995455866,COMPLETE
93,0.09723510593175888,2023-09-02 12:43:07.340126,2023-09-02 12:43:34.451578,0 days 00:00:27.111452,Tanh,Leaky,,2,17,22.0,,0.0009341995306789174,2,60,0.4477310336553823,0.00019053501258446708,COMPLETE
94,0.10332445055246353,2023-09-02 12:43:34.451853,2023-09-02 12:44:01.395614,0 days 00:00:26.943761,Tanh,Leaky,,2,17,22.0,,0.0006453663690259506,2,60,0.4426664528790466,0.00019142411652618523,COMPLETE
95,0.10760587453842163,2023-09-02 12:44:01.395894,2023-09-02 12:44:25.314377,0 days 00:00:23.918483,Tanh,Leaky,,2,14,24.0,,0.0009068545148031445,2,60,0.39824383574670724,9.486765112587284e-05,COMPLETE
96,0.10240241140127182,2023-09-02 12:44:25.314654,2023-09-02 12:44:48.225562,0 days 00:00:22.910908,Tanh,Leaky,,2,22,20.0,,0.0010094716686923323,2,60,0.3740736396859653,0.00014658322199983476,COMPLETE
97,0.12413619458675385,2023-09-02 12:44:48.225843,2023-09-02 12:45:05.295549,0 days 00:00:17.069706,Tanh,Leaky,,4,4,17.0,,0.0005815689767879738,2,80,0.4247671501038523,6.762892414801675e-05,COMPLETE
98,0.10336455702781677,2023-09-02 12:45:05.295827,2023-09-02 12:45:35.986445,0 days 00:00:30.690618,Tanh,Leaky,,2,11,19.0,,0.0007916810605609098,2,80,0.3847623238347292,0.0003293168282758702,COMPLETE
99,0.09885433316230774,2023-09-02 12:45:35.986722,2023-09-02 12:45:42.685822,0 days 00:00:06.699100,Tanh,Leaky,,10,19,22.0,,0.0012209076033334498,2,60,0.5103387683818494,9.086029367678347e-05,COMPLETE
100,0.10775892436504364,2023-09-02 12:45:42.686103,2023-09-02 12:45:49.331544,0 days 00:00:06.645441,Leaky,Leaky,,10,18,11.0,,0.0011691747170175194,2,60,0.5185982016940481,0.0008753834161289905,COMPLETE
101,0.10751692950725555,2023-09-02 12:45:49.331817,2023-09-02 12:45:55.204018,0 days 00:00:05.872201,Tanh,Leaky,,10,19,22.0,,0.0014296810456986974,2,60,0.4482060156906551,9.533919782893579e-05,COMPLETE
102,0.09833487123250961,2023-09-02 12:45:55.204296,2023-09-02 12:46:01.801214,0 days 00:00:06.596918,Tanh,Leaky,,10,20,22.0,,0.002023856061816882,2,60,0.5031589318156907,5.720529889676558e-05,COMPLETE
103,0.0989096462726593,2023-09-02 12:46:01.801491,2023-09-02 12:46:08.400161,0 days 00:00:06.598670,Tanh,Leaky,,10,20,22.0,,0.00212947223884412,2,60,0.5031715306828188,6.252403872858963e-05,COMPLETE
104,0.0948493704199791,2023-09-02 12:46:08.400444,2023-09-02 12:46:15.676677,0 days 00:00:07.276233,Tanh,Leaky,,10,21,23.0,,0.0026599748381719423,2,60,0.5494935178552283,8.25902459971797e-05,COMPLETE
105,0.09895770996809006,2023-09-02 12:46:15.676947,2023-09-02 12:46:22.051883,0 days 00:00:06.374936,ReLU,Leaky,,10,21,21.0,,0.002618499315306734,2,60,0.4851890605884479,5.1843109430979596e-05,COMPLETE
106,0.10083454847335815,2023-09-02 12:46:22.052157,2023-09-02 12:46:29.595702,0 days 00:00:07.543545,Tanh,Leaky,,10,22,24.0,,0.0020263406618644254,2,60,0.5680326807700177,2.7241173471177983e-05,COMPLETE
107,0.10705161094665527,2023-09-02 12:46:29.595981,2023-09-02 12:46:36.821066,0 days 00:00:07.225085,Sigmoid,Leaky,,10,23,23.0,,0.0031887792043582843,2,60,0.5422632175975637,0.00012022405090459166,COMPLETE
108,0.1085049957036972,2023-09-02 12:46:36.821348,2023-09-02 12:46:39.764474,0 days 00:00:02.943126,ReLU,Sigmoid,,30,24,23.0,,0.0015064147790476898,2,80,0.43199463882274725,7.574616643631864e-05,COMPLETE
109,0.12227285653352737,2023-09-02 12:46:39.764742,2023-09-02 12:46:53.566432,0 days 00:00:13.801690,Tanh,,,4,21,,,0.0044162676236852326,1,60,0.5894720338265643,0.001470885953911023,COMPLETE
110,0.10417736321687698,2023-09-02 12:46:53.566689,2023-09-02 12:47:03.146822,0 days 00:00:09.580133,Tanh,Leaky,,10,17,12.0,,0.0025923195053964144,2,80,0.5564458956188301,0.0010117319280169188,COMPLETE
111,0.09753511101007462,2023-09-02 12:47:03.147081,2023-09-02 12:47:09.990060,0 days 00:00:06.842979,Tanh,Leaky,,10,20,22.0,,0.0012143300063664107,2,60,0.5176432919105776,8.88470806179032e-05,COMPLETE
112,0.10073280334472656,2023-09-02 12:47:09.990331,2023-09-02 12:47:16.153590,0 days 00:00:06.163259,Tanh,Leaky,,10,20,24.0,,0.0009759437431086913,2,60,0.4680247900689808,8.146715023849983e-05,COMPLETE
113,0.09999848157167435,2023-09-02 12:47:16.153863,2023-09-02 12:47:23.171939,0 days 00:00:07.018076,Tanh,Leaky,,10,21,22.0,,0.0017566873605671305,2,60,0.5328028915342607,0.00010972998590585211,COMPLETE
