number,value,datetime_start,datetime_complete,duration,params_a_1,params_a_2,params_batch_size,params_l_1,params_l_2,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mse,state
411,0.4159514307975769,2023-10-30 13:50:29.741715,2023-10-30 13:50:32.815995,0 days 00:00:03.074280,Leaky,Sigmoid,48,11,8.0,0.005276375765552333,2,269,0.7208901446822394,4.707611431267398e-05,"tensor(0.4160, device='cuda:0')",COMPLETE
412,0.34637200832366943,2023-10-30 13:50:32.816426,2023-10-30 13:50:35.568286,0 days 00:00:02.751860,Leaky,Sigmoid,12,21,7.0,0.004516515402543619,2,192,0.3730550356124871,3.542474234818921e-05,"tensor(0.3464, device='cuda:0')",COMPLETE
413,0.4095741808414459,2023-10-30 13:50:35.568807,2023-10-30 13:50:36.406330,0 days 00:00:00.837523,Leaky,Sigmoid,55,20,7.0,0.007634751394454296,2,329,0.7969608488192689,4.118594307426677e-05,"tensor(0.4096, device='cuda:0')",COMPLETE
414,0.27769219875335693,2023-10-30 13:50:36.406779,2023-10-30 13:50:37.256259,0 days 00:00:00.849480,Leaky,Sigmoid,51,22,9.0,0.003909091573616364,2,298,0.28523942242953537,2.9386745735247425e-05,"tensor(0.2777, device='cuda:0')",COMPLETE
415,0.2693229019641876,2023-10-30 13:50:37.256704,2023-10-30 13:50:38.148863,0 days 00:00:00.892159,Leaky,Leaky,59,13,9.0,0.006028988499496906,2,86,0.736864256732923,1.74514406332605e-05,"tensor(0.2693, device='cuda:0')",COMPLETE
416,0.3577529489994049,2023-10-30 13:50:38.149303,2023-10-30 13:50:39.326390,0 days 00:00:01.177087,Leaky,Tanh,27,21,8.0,0.009200871033711127,2,344,0.7697146035013382,6.141624636702766e-05,"tensor(0.3578, device='cuda:0')",COMPLETE
417,0.5620992183685303,2023-10-30 13:50:39.326836,2023-10-30 13:50:40.026170,0 days 00:00:00.699334,ReLU,Sigmoid,47,9,8.0,0.0030026730427061598,2,85,0.465756961447852,3.8178952901873144e-05,"tensor(0.5621, device='cuda:0')",COMPLETE
418,0.3303276002407074,2023-10-30 13:50:40.026634,2023-10-30 13:50:41.230860,0 days 00:00:01.204226,Leaky,Sigmoid,53,19,9.0,0.006905357607710351,2,484,0.7030932241939023,2.3446255278878347e-05,"tensor(0.3303, device='cuda:0')",COMPLETE
419,0.2786257863044739,2023-10-30 13:50:41.231290,2023-10-30 13:50:42.783621,0 days 00:00:01.552331,Leaky,Sigmoid,49,22,7.0,0.005003908985513226,2,277,0.7243771970086015,0.00040017364893546106,"tensor(0.2786, device='cuda:0')",COMPLETE
420,0.3033715486526489,2023-10-30 13:50:42.784068,2023-10-30 13:50:43.913538,0 days 00:00:01.129470,Leaky,Sigmoid,54,6,10.0,0.06467306106309696,2,380,0.7986924641540731,0.002704931205919679,"tensor(0.3034, device='cuda:0')",COMPLETE
421,0.3620445132255554,2023-10-30 13:50:43.913959,2023-10-30 13:50:44.483282,0 days 00:00:00.569323,Leaky,Sigmoid,57,22,9.0,0.009640825587429269,2,59,0.6690421300316477,5.637864074644624e-05,"tensor(0.3620, device='cuda:0')",COMPLETE
422,0.3152793347835541,2023-10-30 13:50:44.483747,2023-10-30 13:50:44.666261,0 days 00:00:00.182514,Leaky,Sigmoid,50,15,10.0,0.04495043472896777,2,99,0.3788777485064127,4.018370065923085e-05,"tensor(0.3153, device='cuda:0')",COMPLETE
423,0.6788773536682129,2023-10-30 13:50:44.666711,2023-10-30 13:50:48.665852,0 days 00:00:03.999141,Leaky,Sigmoid,46,4,20.0,0.007225536255802648,2,366,0.7571812068542243,0.013038773422985197,"tensor(0.6789, device='cuda:0')",COMPLETE
424,0.5145695209503174,2023-10-30 13:50:48.666298,2023-10-30 13:50:49.432624,0 days 00:00:00.766326,Leaky,Sigmoid,61,22,9.0,0.0005223615355515699,2,78,0.6931478622667782,7.207270556044152e-05,"tensor(0.5146, device='cuda:0')",COMPLETE
425,0.37380075454711914,2023-10-30 13:50:49.433080,2023-10-30 13:50:49.758366,0 days 00:00:00.325286,Leaky,Sigmoid,52,12,6.0,0.07508498105805021,2,181,0.7325940148932798,1.6058064957701857e-05,"tensor(0.3738, device='cuda:0')",COMPLETE
426,0.8110208511352539,2023-10-30 13:50:49.758814,2023-10-30 13:50:50.257211,0 days 00:00:00.498397,Leaky,Sigmoid,56,18,8.0,0.0046091222866113755,2,91,0.3400827070851003,0.04499947989320012,"tensor(0.8110, device='cuda:0')",COMPLETE
427,0.32328876852989197,2023-10-30 13:50:50.257659,2023-10-30 13:50:53.800257,0 days 00:00:03.542598,Leaky,ReLU,49,8,21.0,0.0014645587221678062,2,295,0.7691961924665526,0.00045675229436647146,"tensor(0.3233, device='cuda:0')",COMPLETE
428,0.3599417209625244,2023-10-30 13:50:53.800704,2023-10-30 13:50:55.086477,0 days 00:00:01.285773,Leaky,Sigmoid,58,22,20.0,0.0018201225934883587,2,205,0.43492855046591444,2.2560174050898383e-05,"tensor(0.3599, device='cuda:0')",COMPLETE
429,0.28765249252319336,2023-10-30 13:50:55.086940,2023-10-30 13:50:56.001716,0 days 00:00:00.914776,ReLU,Tanh,51,21,8.0,0.011529217133354214,2,174,0.6695800040068158,4.936083426485323e-05,"tensor(0.2877, device='cuda:0')",COMPLETE
430,0.3682209849357605,2023-10-30 13:50:56.002516,2023-10-30 13:50:56.752651,0 days 00:00:00.750135,Leaky,Sigmoid,55,22,10.0,0.0032857272039075736,2,71,0.7058989127154706,3.328387336554892e-05,"tensor(0.3682, device='cuda:0')",COMPLETE
431,0.3951844871044159,2023-10-30 13:50:56.753080,2023-10-30 13:50:57.253772,0 days 00:00:00.500692,Leaky,Sigmoid,46,23,9.0,0.051995664963014276,2,97,0.6436245699781994,0.0007718871568025642,"tensor(0.3952, device='cuda:0')",COMPLETE
432,0.2826593220233917,2023-10-30 13:50:57.254237,2023-10-30 13:50:59.824610,0 days 00:00:02.570373,Sigmoid,Sigmoid,48,22,21.0,0.0027039009295238697,2,221,0.7485169338850877,0.00025700768004434827,"tensor(0.2827, device='cuda:0')",COMPLETE
433,0.35211366415023804,2023-10-30 13:50:59.825069,2023-10-30 13:51:02.560632,0 days 00:00:02.735563,Leaky,Sigmoid,54,16,7.0,0.003850034984913781,2,261,0.7169700132191259,0.0005640329970774793,"tensor(0.3521, device='cuda:0')",COMPLETE
434,0.29994460940361023,2023-10-30 13:51:02.561067,2023-10-30 13:51:03.272954,0 days 00:00:00.711887,Leaky,Sigmoid,51,20,8.0,0.008914107879146671,2,110,0.36483958741001016,0.0003121505644885181,"tensor(0.2999, device='cuda:0')",COMPLETE
435,0.34046369791030884,2023-10-30 13:51:03.273386,2023-10-30 13:51:04.091683,0 days 00:00:00.818297,Leaky,Sigmoid,60,21,20.0,0.01523345937090926,2,312,0.4456287522385572,1.1266436583329376e-05,"tensor(0.3405, device='cuda:0')",COMPLETE
436,0.34935930371284485,2023-10-30 13:51:04.092136,2023-10-30 13:51:05.209638,0 days 00:00:01.117502,Leaky,Sigmoid,44,23,19.0,0.0342653624563023,2,189,0.6783943416410215,0.0001639800803415324,"tensor(0.3494, device='cuda:0')",COMPLETE
437,0.3486195206642151,2023-10-30 13:51:05.210063,2023-10-30 13:51:05.812751,0 days 00:00:00.602688,Leaky,,53,22,,0.006048240486719394,1,162,0.6410211883659577,8.323842618415113e-05,"tensor(0.3486, device='cuda:0')",COMPLETE
438,0.5944098830223083,2023-10-30 13:51:05.813192,2023-10-30 13:51:06.960988,0 days 00:00:01.147796,Leaky,Sigmoid,47,23,23.0,0.0009364109686219349,2,89,0.7731444480784682,0.020911353599509595,"tensor(0.5944, device='cuda:0')",COMPLETE
439,0.29388266801834106,2023-10-30 13:51:06.961430,2023-10-30 13:51:07.433711,0 days 00:00:00.472281,Leaky,Sigmoid,57,23,10.0,0.06527799587193,2,359,0.7999738622994599,0.0019536369001197543,"tensor(0.2939, device='cuda:0')",COMPLETE
440,0.3355986773967743,2023-10-30 13:51:07.434160,2023-10-30 13:51:07.729676,0 days 00:00:00.295516,Leaky,Sigmoid,50,23,9.0,0.04708628039760337,2,103,0.49262376424206333,0.00023958016267842255,"tensor(0.3356, device='cuda:0')",COMPLETE
441,0.41320255398750305,2023-10-30 13:51:07.730114,2023-10-30 13:51:08.718884,0 days 00:00:00.988770,ReLU,Sigmoid,48,23,19.0,0.012205574493026406,2,173,0.7413863305190662,0.00019828386803731051,"tensor(0.4132, device='cuda:0')",COMPLETE
442,0.36160942912101746,2023-10-30 13:51:08.719346,2023-10-30 13:51:09.502735,0 days 00:00:00.783389,Leaky,Leaky,52,22,11.0,0.0052796635180916845,2,74,0.6993365355389238,0.00013614062544144937,"tensor(0.3616, device='cuda:0')",COMPLETE
443,0.5672345757484436,2023-10-30 13:51:09.503223,2023-10-30 13:51:10.658402,0 days 00:00:01.155179,Leaky,Sigmoid,55,23,7.0,0.00020653446381704467,2,117,0.6561831063095597,0.0011848007512402054,"tensor(0.5672, device='cuda:0')",COMPLETE
444,0.40336647629737854,2023-10-30 13:51:10.658857,2023-10-30 13:51:10.864287,0 days 00:00:00.205430,Leaky,Tanh,45,22,21.0,0.04136607367297309,2,282,0.2342659060712319,0.0015990423535236955,"tensor(0.4034, device='cuda:0')",COMPLETE
445,0.6831605434417725,2023-10-30 13:51:10.864774,2023-10-30 13:51:11.430403,0 days 00:00:00.565629,Leaky,Sigmoid,63,23,10.0,0.002130556762692613,2,243,0.13053468517336034,0.00033879484397384335,"tensor(0.6832, device='cuda:0')",COMPLETE
446,0.500679075717926,2023-10-30 13:51:11.430848,2023-10-30 13:51:11.868104,0 days 00:00:00.437256,Leaky,Sigmoid,50,21,24.0,0.007941103278863673,2,81,0.30884446993465775,7.216644659848244e-05,"tensor(0.5007, device='cuda:0')",COMPLETE
447,0.3531104624271393,2023-10-30 13:51:11.868559,2023-10-30 13:51:12.574214,0 days 00:00:00.705655,Leaky,Sigmoid,57,23,11.0,0.019594044319656518,2,94,0.7276429393173067,0.0001629833288019618,"tensor(0.3531, device='cuda:0')",COMPLETE
448,0.36275362968444824,2023-10-30 13:51:12.574672,2023-10-30 13:51:13.894115,0 days 00:00:01.319443,Leaky,Sigmoid,59,21,8.0,0.0012529205116275698,2,198,0.6269065473312868,5.7487822244890705e-05,"tensor(0.3628, device='cuda:0')",COMPLETE
449,0.33240899443626404,2023-10-30 13:51:13.894571,2023-10-30 13:51:14.133273,0 days 00:00:00.238702,Leaky,Sigmoid,53,23,18.0,0.02899444888593109,2,165,0.2972333935342456,9.896188255363707e-05,"tensor(0.3324, device='cuda:0')",COMPLETE
450,0.4892721474170685,2023-10-30 13:51:14.133726,2023-10-30 13:51:14.934431,0 days 00:00:00.800705,Leaky,Sigmoid,49,22,15.0,0.02199160534804885,2,373,0.6892478106946869,0.0011811288906053838,"tensor(0.4893, device='cuda:0')",COMPLETE
451,0.48533564805984497,2023-10-30 13:51:14.934875,2023-10-30 13:51:15.144656,0 days 00:00:00.209781,Leaky,Sigmoid,66,24,19.0,0.010608380393464553,2,182,0.14703040882090468,0.0037178075075487735,"tensor(0.4853, device='cuda:0')",COMPLETE
452,0.3652894198894501,2023-10-30 13:51:15.145080,2023-10-30 13:51:15.594994,0 days 00:00:00.449914,Sigmoid,ReLU,72,24,9.0,0.015380284078549864,2,107,0.3299058613191721,0.00026689219501644046,"tensor(0.3653, device='cuda:0')",COMPLETE
453,0.405039519071579,2023-10-30 13:51:15.595450,2023-10-30 13:51:16.299441,0 days 00:00:00.703991,ReLU,Sigmoid,24,23,8.0,0.08183155250342959,2,214,0.7580915614892655,0.00020420215734633763,"tensor(0.4050, device='cuda:0')",COMPLETE
454,0.9443272352218628,2023-10-30 13:51:16.299930,2023-10-30 13:51:16.483417,0 days 00:00:00.183487,Leaky,Sigmoid,47,24,10.0,0.05716112974751165,2,396,0.7137216429054914,0.08565921473401365,"tensor(0.9443, device='cuda:0')",COMPLETE
455,0.31208866834640503,2023-10-30 13:51:16.483862,2023-10-30 13:51:17.212080,0 days 00:00:00.728218,Leaky,Sigmoid,55,11,9.0,0.036871131621660565,2,122,0.6746078721612158,0.00035344572689686895,"tensor(0.3121, device='cuda:0')",COMPLETE
456,0.5945440530776978,2023-10-30 13:51:17.212559,2023-10-30 13:51:18.977582,0 days 00:00:01.765023,Leaky,Sigmoid,51,23,21.0,0.0003645567393774541,2,148,0.7750570922118047,0.00013422939475113524,"tensor(0.5945, device='cuda:0')",COMPLETE
457,0.4045664072036743,2023-10-30 13:51:18.978043,2023-10-30 13:51:20.056303,0 days 00:00:01.078260,Leaky,Tanh,53,22,20.0,0.0009845327877350174,2,95,0.7368722681491047,0.0006149599028593175,"tensor(0.4046, device='cuda:0')",COMPLETE
458,0.3151938021183014,2023-10-30 13:51:20.056755,2023-10-30 13:51:20.452066,0 days 00:00:00.395311,Leaky,Sigmoid,44,24,16.0,0.02630403316847481,2,159,0.6297842465819842,4.262197582574087e-05,"tensor(0.3152, device='cuda:0')",COMPLETE
459,0.49298182129859924,2023-10-30 13:51:20.452514,2023-10-30 13:51:20.954609,0 days 00:00:00.502095,Leaky,Sigmoid,49,20,22.0,0.002482508123234622,2,114,0.25176855628055783,0.0009100929307767294,"tensor(0.4930, device='cuda:0')",COMPLETE
460,0.27371475100517273,2023-10-30 13:51:20.955068,2023-10-30 13:51:22.283278,0 days 00:00:01.328210,Leaky,Sigmoid,58,23,15.0,0.014229234793112855,2,306,0.6580820628233679,0.00016783033661690796,"tensor(0.2737, device='cuda:0')",COMPLETE
461,0.31460413336753845,2023-10-30 13:51:22.283736,2023-10-30 13:51:23.115694,0 days 00:00:00.831958,Leaky,Sigmoid,46,24,11.0,0.006636389449535272,2,474,0.39150962552343666,0.00024115532651752472,"tensor(0.3146, device='cuda:0')",COMPLETE
462,0.4457607567310333,2023-10-30 13:51:23.116136,2023-10-30 13:51:23.716800,0 days 00:00:00.600664,Leaky,Sigmoid,56,8,7.0,0.0037671836150496418,2,136,0.2803277748765801,0.00020735653269695058,"tensor(0.4458, device='cuda:0')",COMPLETE
463,0.46261343359947205,2023-10-30 13:51:23.717273,2023-10-30 13:51:23.916122,0 days 00:00:00.198849,Leaky,Sigmoid,29,22,8.0,0.03260256633511083,2,83,0.10154947684100538,3.142246220389069e-05,"tensor(0.4626, device='cuda:0')",COMPLETE
464,0.3186303377151489,2023-10-30 13:51:23.916604,2023-10-30 13:51:27.938200,0 days 00:00:04.021596,Leaky,Sigmoid,52,21,19.0,0.0015844017908759791,2,349,0.7757642458683466,0.0004611650611092769,"tensor(0.3186, device='cuda:0')",COMPLETE
465,0.3683565855026245,2023-10-30 13:51:27.938639,2023-10-30 13:51:28.052794,0 days 00:00:00.114155,ReLU,Leaky,61,23,18.0,0.0209733917068063,2,103,0.16300082695764512,8.923386805512312e-05,"tensor(0.3684, device='cuda:0')",COMPLETE
466,0.467942476272583,2023-10-30 13:51:28.053253,2023-10-30 13:51:28.850098,0 days 00:00:00.796845,Leaky,Sigmoid,48,10,20.0,0.0007468195779134277,2,60,0.7999727641173678,0.0001102504948146314,"tensor(0.4679, device='cuda:0')",COMPLETE
467,0.41907623410224915,2023-10-30 13:51:28.850542,2023-10-30 13:51:30.204692,0 days 00:00:01.354150,Leaky,Sigmoid,54,24,10.0,0.004990136367203519,2,324,0.4733157823390026,5.3448329817922255e-05,"tensor(0.4191, device='cuda:0')",COMPLETE
468,0.33312591910362244,2023-10-30 13:51:30.205174,2023-10-30 13:51:30.792267,0 days 00:00:00.587093,Leaky,Sigmoid,50,13,10.0,0.046305859109421685,2,173,0.7018858282220063,0.0002940430237892641,"tensor(0.3331, device='cuda:0')",COMPLETE
469,0.3804652690887451,2023-10-30 13:51:30.792736,2023-10-30 13:51:31.328831,0 days 00:00:00.536095,Leaky,Sigmoid,52,15,9.0,0.009736527124241773,2,381,0.2690008818906673,6.63500886576145e-05,"tensor(0.3805, device='cuda:0')",COMPLETE
470,0.36111778020858765,2023-10-30 13:51:31.329279,2023-10-30 13:51:31.884329,0 days 00:00:00.555050,Leaky,Tanh,47,24,15.0,0.017416086394522357,2,184,0.7329977270774931,1.977348308842454e-05,"tensor(0.3611, device='cuda:0')",COMPLETE
471,0.35323646664619446,2023-10-30 13:51:31.884786,2023-10-30 13:51:32.087225,0 days 00:00:00.202439,Leaky,Sigmoid,56,22,18.0,0.026258765300552316,2,154,0.22274787046698657,0.00014728719092467178,"tensor(0.3532, device='cuda:0')",COMPLETE
472,0.41963839530944824,2023-10-30 13:51:32.087706,2023-10-30 13:51:32.773762,0 days 00:00:00.686056,Tanh,Sigmoid,45,7,22.0,0.012959229049876864,2,144,0.26238035557250194,0.0024839567761407895,"tensor(0.4196, device='cuda:0')",COMPLETE
473,0.29583820700645447,2023-10-30 13:51:32.774223,2023-10-30 13:51:32.985022,0 days 00:00:00.210799,Leaky,Sigmoid,60,23,20.0,0.03331451610168436,2,129,0.4076193336179274,0.000193217021300372,"tensor(0.2958, device='cuda:0')",COMPLETE
474,0.321920245885849,2023-10-30 13:51:32.985470,2023-10-30 13:51:33.255337,0 days 00:00:00.269867,Leaky,Sigmoid,75,23,11.0,0.05533402411859883,2,111,0.3629225707986603,0.0003855300799659424,"tensor(0.3219, device='cuda:0')",COMPLETE
475,0.9620893001556396,2023-10-30 13:51:33.255788,2023-10-30 13:51:33.897364,0 days 00:00:00.641576,Sigmoid,Sigmoid,100,24,8.0,9.611208371326733e-05,2,95,0.6714299699502853,0.00012659247815561831,"tensor(0.9621, device='cuda:0')",COMPLETE
476,0.24194104969501495,2023-10-30 13:51:33.897836,2023-10-30 13:51:34.228260,0 days 00:00:00.330424,Leaky,Sigmoid,69,23,9.0,0.0715499428376944,2,163,0.6126449787576765,0.00023235381927163824,"tensor(0.2419, device='cuda:0')",COMPLETE
477,0.3509521186351776,2023-10-30 13:51:34.228716,2023-10-30 13:51:34.344469,0 days 00:00:00.115753,Leaky,ReLU,69,23,10.0,0.07873586106567984,2,158,0.19156133318480703,0.00025796021934749736,"tensor(0.3510, device='cuda:0')",COMPLETE
478,0.433371901512146,2023-10-30 13:51:34.344896,2023-10-30 13:51:34.468481,0 days 00:00:00.123585,ReLU,Sigmoid,62,5,9.0,0.06704437351569988,2,166,0.20891438692890418,0.00022438606075289878,"tensor(0.4334, device='cuda:0')",COMPLETE
479,0.3389570713043213,2023-10-30 13:51:34.468925,2023-10-30 13:51:34.733434,0 days 00:00:00.264509,Leaky,Sigmoid,77,24,21.0,0.06622293473076671,2,168,0.6334855471184088,0.000179254086342246,"tensor(0.3390, device='cuda:0')",COMPLETE
480,0.332050621509552,2023-10-30 13:51:34.733871,2023-10-30 13:51:35.035394,0 days 00:00:00.301523,Leaky,Sigmoid,70,23,17.0,0.08692472611580017,2,182,0.5766312631014014,0.00030522971532616805,"tensor(0.3321, device='cuda:0')",COMPLETE
481,0.41998255252838135,2023-10-30 13:51:35.035898,2023-10-30 13:51:35.164853,0 days 00:00:00.128955,Leaky,,66,24,,0.04265225703434247,1,150,0.32287740693494676,0.00015122057067718268,"tensor(0.4200, device='cuda:0')",COMPLETE
482,0.9225409626960754,2023-10-30 13:51:35.165283,2023-10-30 13:51:36.127283,0 days 00:00:00.962000,Tanh,Sigmoid,64,24,10.0,1.9988330651903135e-05,2,197,0.34113580757291995,0.0051691447023224715,"tensor(0.9225, device='cuda:0')",COMPLETE
483,0.3920120298862457,2023-10-30 13:51:36.127773,2023-10-30 13:51:36.718231,0 days 00:00:00.590458,Leaky,Sigmoid,59,14,11.0,0.054223249789461095,2,177,0.620986898292257,0.00022250495248542126,"tensor(0.3920, device='cuda:0')",COMPLETE
484,0.46004152297973633,2023-10-30 13:51:36.718688,2023-10-30 13:51:38.108717,0 days 00:00:01.390029,Leaky,Sigmoid,58,23,9.0,0.005746715424841421,2,166,0.5982363162165438,0.0002791534050015227,"tensor(0.4600, device='cuda:0')",COMPLETE
485,0.27265265583992004,2023-10-30 13:51:38.109174,2023-10-30 13:51:38.595144,0 days 00:00:00.485970,Leaky,Tanh,56,24,14.0,0.036543690085737504,2,142,0.7688890255263972,0.0001801634316122763,"tensor(0.2727, device='cuda:0')",COMPLETE
486,0.5039888024330139,2023-10-30 13:51:38.595601,2023-10-30 13:51:38.856028,0 days 00:00:00.260427,Leaky,Sigmoid,78,23,19.0,0.08720462167104706,2,158,0.4567056189602811,0.0003522207211712558,"tensor(0.5040, device='cuda:0')",COMPLETE
487,0.4290924072265625,2023-10-30 13:51:38.856513,2023-10-30 13:51:38.967045,0 days 00:00:00.110532,Leaky,Sigmoid,74,24,15.0,0.07165302608461403,2,123,0.22545861804589346,9.337503805369277e-05,"tensor(0.4291, device='cuda:0')",COMPLETE
488,0.32579106092453003,2023-10-30 13:51:38.967487,2023-10-30 13:51:40.008693,0 days 00:00:01.041206,Leaky,Sigmoid,43,23,18.0,0.027948526505126563,2,134,0.7433507977020615,0.00011824607847668588,"tensor(0.3258, device='cuda:0')",COMPLETE
489,0.2832653820514679,2023-10-30 13:51:40.009145,2023-10-30 13:51:41.709949,0 days 00:00:01.700804,Leaky,Sigmoid,64,24,11.0,0.003643907143174194,2,187,0.7078042167489597,0.00022556919197581617,"tensor(0.2833, device='cuda:0')",COMPLETE
490,0.5530615448951721,2023-10-30 13:51:41.710403,2023-10-30 13:51:42.163386,0 days 00:00:00.452983,Tanh,Sigmoid,67,1,9.0,0.048360815215441236,2,153,0.18635373401545932,0.00015685477476459466,"tensor(0.5531, device='cuda:0')",COMPLETE
491,0.4274868071079254,2023-10-30 13:51:42.163870,2023-10-30 13:51:42.405656,0 days 00:00:00.241786,Leaky,Leaky,71,23,16.0,0.007699464731451702,2,405,0.5977830574629927,7.901134945976667e-05,"tensor(0.4275, device='cuda:0')",COMPLETE
492,0.3738955557346344,2023-10-30 13:51:42.406132,2023-10-30 13:51:43.452257,0 days 00:00:01.046125,ReLU,Sigmoid,31,24,14.0,0.02297994979146735,2,338,0.6504860732911749,0.0004737014983357935,"tensor(0.3739, device='cuda:0')",COMPLETE
493,0.39655986428260803,2023-10-30 13:51:43.452721,2023-10-30 13:51:43.729809,0 days 00:00:00.277088,Leaky,Sigmoid,54,24,17.0,0.03959186750943933,2,172,0.751754500971846,1.577991403442987e-05,"tensor(0.3966, device='cuda:0')",COMPLETE
494,0.36274778842926025,2023-10-30 13:51:43.730257,2023-10-30 13:51:44.148030,0 days 00:00:00.417773,Leaky,Sigmoid,49,23,20.0,0.002234570811269592,2,106,0.2138155839085673,1.3226811172370651e-05,"tensor(0.3627, device='cuda:0')",COMPLETE
495,0.3288288116455078,2023-10-30 13:51:44.148504,2023-10-30 13:51:45.733662,0 days 00:00:01.585158,Leaky,Sigmoid,47,24,21.0,0.0031872175693758277,2,140,0.6988184111901319,0.0002657956908268553,"tensor(0.3288, device='cuda:0')",COMPLETE
496,0.5641301274299622,2023-10-30 13:51:45.734146,2023-10-30 13:51:46.471385,0 days 00:00:00.737239,Leaky,Sigmoid,60,23,14.0,0.029525182682559326,2,389,0.6135257472648059,0.028161116638499045,"tensor(0.5641, device='cuda:0')",COMPLETE
497,0.4013998508453369,2023-10-30 13:51:46.471851,2023-10-30 13:51:50.749441,0 days 00:00:04.277590,Leaky,Sigmoid,57,24,19.0,0.0008703500946988551,2,418,0.7229545912535037,0.0068259518510516565,"tensor(0.4014, device='cuda:0')",COMPLETE
498,0.46672162413597107,2023-10-30 13:51:50.749879,2023-10-30 13:51:51.003297,0 days 00:00:00.253418,Leaky,Tanh,54,22,15.0,0.09655790327716547,2,268,0.5083882375917474,0.00018892936860922372,"tensor(0.4667, device='cuda:0')",COMPLETE
499,0.32420530915260315,2023-10-30 13:51:51.003767,2023-10-30 13:51:53.547165,0 days 00:00:02.543398,Leaky,Sigmoid,98,23,10.0,0.004355373731478409,2,458,0.7772494534544403,0.00013324634685819885,"tensor(0.3242, device='cuda:0')",COMPLETE
