number,value,datetime_start,datetime_complete,duration,params_a_1,params_a_2,params_a_3,params_batch_size,params_l_1,params_l_2,params_l_3,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,user_attrs_mse,user_attrs_r2,state
459,0.1579584777355194,2023-10-31 17:50:28.736442,2023-10-31 17:50:29.847095,0 days 00:00:01.110653,Leaky,ReLU,ReLU,47,22,15.0,12.0,0.0009695620581345605,3,363,0.6648889788601523,0.0009844652539285634,83.33507919311523,tensor(0.1580),tensor(0.8569),COMPLETE
460,0.1677023321390152,2023-10-31 17:50:29.847539,2023-10-31 17:50:30.141091,0 days 00:00:00.293552,Leaky,Leaky,Sigmoid,42,23,23.0,14.0,0.03526510639157701,3,331,0.7125601909780033,2.177480107355916e-05,86.2583364868164,tensor(0.1677),tensor(0.8371),COMPLETE
461,0.19756972789764404,2023-10-31 17:50:30.141550,2023-10-31 17:50:30.384635,0 days 00:00:00.243085,Leaky,Leaky,Sigmoid,44,24,24.0,13.0,0.023535568195572804,3,345,0.462339135420339,1.9155539431145913e-05,115.04635349396736,tensor(0.1976),tensor(0.8180),COMPLETE
462,0.17750105261802673,2023-10-31 17:50:30.385079,2023-10-31 17:50:31.493988,0 days 00:00:01.108909,Leaky,Sigmoid,Sigmoid,40,17,22.0,12.0,0.017467826415798388,3,327,0.6700281719936901,0.0015225576088356136,81.07385311486586,tensor(0.1775),tensor(0.8353),COMPLETE
463,0.2043585181236267,2023-10-31 17:50:31.494467,2023-10-31 17:50:31.696979,0 days 00:00:00.202512,Leaky,Leaky,Tanh,46,23,23.0,13.0,0.012755017651405636,3,347,0.6020928962110961,1.256836957239451e-05,113.88745803833008,tensor(0.2044),tensor(0.8164),COMPLETE
464,0.23869851231575012,2023-10-31 17:50:31.697410,2023-10-31 17:50:31.973887,0 days 00:00:00.276477,Leaky,ReLU,Tanh,48,24,16.0,12.0,0.0013713507418882012,3,337,0.19023285872708462,0.0001426720727872053,92.17539381369566,tensor(0.2387),tensor(0.7636),COMPLETE
465,0.26982581615448,2023-10-31 17:50:31.974315,2023-10-31 17:50:34.941360,0 days 00:00:02.967045,Leaky,Leaky,,43,22,24.0,,1.4485156910204505e-05,2,378,0.6425579744922202,0.0018979804592427591,103.29427240765284,tensor(0.2698),tensor(0.7577),COMPLETE
466,0.16015556454658508,2023-10-31 17:50:34.941772,2023-10-31 17:50:35.388288,0 days 00:00:00.446516,Leaky,Tanh,Tanh,38,23,12.0,11.0,0.017869284091526744,3,313,0.6959210768893485,0.00020419779722891777,83.4508651934172,tensor(0.1602),tensor(0.8502),COMPLETE
467,0.19479569792747498,2023-10-31 17:50:35.388754,2023-10-31 17:50:35.662457,0 days 00:00:00.273703,Leaky,Leaky,Tanh,72,24,22.0,13.0,0.0799490020371831,3,300,0.7436409433896919,9.120982562750599e-05,94.07629140218098,tensor(0.1948),tensor(0.8101),COMPLETE
468,0.2068999707698822,2023-10-31 17:50:35.662884,2023-10-31 17:50:35.845047,0 days 00:00:00.182163,Leaky,ReLU,Sigmoid,80,23,23.0,7.0,0.01176185870531318,3,333,0.6246421149175804,0.00012579213172081663,140.56988739013673,tensor(0.2069),tensor(0.8130),COMPLETE
469,0.16550512611865997,2023-10-31 17:50:35.845475,2023-10-31 17:50:36.219135,0 days 00:00:00.373660,Leaky,Leaky,Tanh,44,23,22.0,12.0,0.05503810167329636,3,323,0.6697255871730167,3.0358018558396678e-05,94.00094713483539,tensor(0.1655),tensor(0.7772),COMPLETE
470,0.18473950028419495,2023-10-31 17:50:36.219563,2023-10-31 17:50:36.804691,0 days 00:00:00.585128,Leaky,Leaky,Tanh,41,24,22.0,10.0,0.0017601870151330592,3,369,0.5580895426874375,0.00018586303862035779,137.56814817948774,tensor(0.1847),tensor(0.8367),COMPLETE
471,0.14436377584934235,2023-10-31 17:50:36.805120,2023-10-31 17:50:37.240712,0 days 00:00:00.435592,Leaky,Leaky,Tanh,46,23,24.0,19.0,0.013746160986082896,3,309,0.7174321504943636,0.0004649065105362412,68.07848962923376,tensor(0.1444),tensor(0.8615),COMPLETE
472,0.1961057186126709,2023-10-31 17:50:37.241171,2023-10-31 17:50:37.613818,0 days 00:00:00.372647,Leaky,ReLU,Tanh,42,22,23.0,9.0,0.02166198194411821,3,353,0.5307217658530989,1.7298255988623734e-05,227.76458516935023,tensor(0.1961),tensor(0.8236),COMPLETE
473,0.2147812396287918,2023-10-31 17:50:37.614244,2023-10-31 17:50:38.030634,0 days 00:00:00.416390,Sigmoid,Leaky,Leaky,48,24,22.0,20.0,0.011798326072398883,3,297,0.6898085029860718,0.0012288975551546844,109.07377606346493,tensor(0.2148),tensor(0.7978),COMPLETE
474,0.23635421693325043,2023-10-31 17:50:38.031067,2023-10-31 17:50:38.121205,0 days 00:00:00.090138,Leaky,Leaky,Tanh,91,24,8.0,11.0,0.015860560720226725,3,338,0.14225461102831902,7.50868367671854e-05,93.6894789664976,tensor(0.2364),tensor(0.7514),COMPLETE
475,0.245087131857872,2023-10-31 17:50:38.121662,2023-10-31 17:50:38.789004,0 days 00:00:00.667342,Leaky,Leaky,Tanh,56,23,23.0,12.0,0.0006033410668811266,3,357,0.2216679689502914,0.0006078378710596676,108.09575239342837,tensor(0.2451),tensor(0.7609),COMPLETE
476,0.23638609051704407,2023-10-31 17:50:38.789422,2023-10-31 17:50:39.968405,0 days 00:00:01.178983,Leaky,ReLU,Tanh,86,22,22.0,13.0,0.0001882253690633056,3,290,0.41127401135108493,0.0003763073782165576,138.43520094772865,tensor(0.2364),tensor(0.7944),COMPLETE
477,0.25422394275665283,2023-10-31 17:50:39.968818,2023-10-31 17:50:40.362032,0 days 00:00:00.393214,Tanh,Leaky,Tanh,45,24,23.0,14.0,0.001119292513239538,3,345,0.3065174083091241,0.00010055779814757934,126.20418418081184,tensor(0.2542),tensor(0.7723),COMPLETE
478,0.15973177552223206,2023-10-31 17:50:40.362494,2023-10-31 17:50:43.176000,0 days 00:00:02.813506,Leaky,Leaky,Tanh,40,23,22.0,21.0,0.000333179407346751,3,309,0.6499926777852242,0.004488273773190427,74.05605418606277,tensor(0.1597),tensor(0.8523),COMPLETE
479,0.17308199405670166,2023-10-31 17:50:43.176453,2023-10-31 17:50:43.798363,0 days 00:00:00.621910,Tanh,ReLU,Tanh,47,23,22.0,10.0,0.026922229716217043,3,278,0.7652859964422092,0.0009620270875538623,97.68602022631416,tensor(0.1731),tensor(0.8383),COMPLETE
480,0.15249492228031158,2023-10-31 17:50:43.798820,2023-10-31 17:50:44.192562,0 days 00:00:00.393742,Leaky,Leaky,Sigmoid,30,24,24.0,11.0,0.019881058521876462,3,317,0.7270657088295429,1.0000864301816134e-05,76.2417966402494,tensor(0.1525),tensor(0.8439),COMPLETE
481,0.2514165937900543,2023-10-31 17:50:44.192999,2023-10-31 17:50:44.378628,0 days 00:00:00.185629,Tanh,Leaky,Tanh,43,23,23.0,9.0,0.013125774156532453,3,331,0.3260367770422735,0.00011618998684464027,137.89704684553476,tensor(0.2514),tensor(0.7724),COMPLETE
482,0.1644081026315689,2023-10-31 17:50:44.379186,2023-10-31 17:50:45.720228,0 days 00:00:01.341042,Leaky,Leaky,Tanh,50,22,16.0,14.0,0.0007493230063283221,3,304,0.6812970502696434,0.0016695798948277302,93.98445387076069,tensor(0.1644),tensor(0.8530),COMPLETE
483,0.2462305724620819,2023-10-31 17:50:45.720692,2023-10-31 17:50:46.342171,0 days 00:00:00.621479,Tanh,ReLU,Tanh,38,12,22.0,18.0,0.000877544968402391,3,488,0.388667468218797,1.4539844791406714e-05,133.44137288187886,tensor(0.2462),tensor(0.7945),COMPLETE
484,0.19105641543865204,2023-10-31 17:50:46.342606,2023-10-31 17:50:47.397300,0 days 00:00:01.054694,Leaky,Leaky,Tanh,45,24,23.0,20.0,0.0012945937597237341,3,272,0.5919530192148584,0.0035263792825326007,110.68046826274455,tensor(0.1911),tensor(0.8322),COMPLETE
485,0.25811606645584106,2023-10-31 17:50:47.397734,2023-10-31 17:50:47.548118,0 days 00:00:00.150384,Tanh,Sigmoid,Tanh,41,9,21.0,19.0,0.07098228924327604,3,286,0.25155676539210187,0.0023593564099040057,130.77616002009466,tensor(0.2581),tensor(0.7166),COMPLETE
486,0.23933781683444977,2023-10-31 17:50:47.548576,2023-10-31 17:50:47.694624,0 days 00:00:00.146048,Leaky,Leaky,,53,13,22.0,,0.016367810555725545,2,295,0.20441989232130336,8.54975970317698e-05,86.1936455584587,tensor(0.2393),tensor(0.7407),COMPLETE
487,0.19433821737766266,2023-10-31 17:50:47.695044,2023-10-31 17:50:47.957074,0 days 00:00:00.262030,Tanh,Leaky,Leaky,49,22,24.0,12.0,0.010564191890740083,3,427,0.6237663955610617,0.00015230954743879828,124.58581966824002,tensor(0.1943),tensor(0.8137),COMPLETE
488,0.25322526693344116,2023-10-31 17:50:47.957520,2023-10-31 17:50:48.254652,0 days 00:00:00.297132,Sigmoid,ReLU,Tanh,43,23,23.0,13.0,0.009341899684087664,3,326,0.43022333276627606,0.0007310507952248505,163.3051519149389,tensor(0.2532),tensor(0.7759),COMPLETE
489,0.16612543165683746,2023-10-31 17:50:48.255130,2023-10-31 17:50:48.528361,0 days 00:00:00.273231,Tanh,Leaky,ReLU,47,14,22.0,15.0,0.013497266346268546,3,281,0.657023423939456,6.102580287380201e-05,82.60246981107272,tensor(0.1661),tensor(0.8357),COMPLETE
490,0.152093768119812,2023-10-31 17:50:48.528796,2023-10-31 17:50:49.184584,0 days 00:00:00.655788,Leaky,Leaky,Tanh,28,7,21.0,19.0,0.018959706250311365,3,348,0.7086815805681378,3.957622894475183e-05,92.46473555131392,tensor(0.1521),tensor(0.8564),COMPLETE
491,0.24479587376117706,2023-10-31 17:50:49.185005,2023-10-31 17:50:49.381354,0 days 00:00:00.196349,Tanh,Tanh,Tanh,45,23,23.0,17.0,0.010702381678335192,3,318,0.21909604968067198,0.0002947805461584993,80.53330417209202,tensor(0.2448),tensor(0.7437),COMPLETE
492,0.17519903182983398,2023-10-31 17:50:49.381771,2023-10-31 17:50:49.673644,0 days 00:00:00.291873,Leaky,Leaky,Sigmoid,52,15,22.0,4.0,0.03718007851390442,3,341,0.7970962852564543,0.00047409088737536035,83.09230041503906,tensor(0.1752),tensor(0.8388),COMPLETE
493,0.2398434281349182,2023-10-31 17:50:49.674147,2023-10-31 17:50:49.843325,0 days 00:00:00.169178,Tanh,ReLU,Tanh,55,24,23.0,12.0,0.015533184492115824,3,265,0.35260946368026447,2.413137686347722e-05,115.69541378678947,tensor(0.2398),tensor(0.7803),COMPLETE
494,0.23151959478855133,2023-10-31 17:50:49.843777,2023-10-31 17:50:49.949111,0 days 00:00:00.105334,Leaky,Leaky,Tanh,39,4,21.0,10.0,0.022992636583565314,3,220,0.17156178324902274,0.007501888359249171,131.51449342207476,tensor(0.2315),tensor(0.7631),COMPLETE
495,0.24014373123645782,2023-10-31 17:50:49.949551,2023-10-31 17:50:50.142765,0 days 00:00:00.193214,Tanh,Leaky,Tanh,32,19,22.0,11.0,0.01257508096275516,3,304,0.23328068432192278,0.00013202367034308496,88.14872598648071,tensor(0.2401),tensor(0.7461),COMPLETE
496,0.1560819149017334,2023-10-31 17:50:50.143192,2023-10-31 17:50:50.434624,0 days 00:00:00.291432,Leaky,Leaky,Tanh,48,24,24.0,13.0,0.008618074488101476,3,332,0.7487029543369728,0.00019156126068566409,75.31541941716121,tensor(0.1561),tensor(0.8582),COMPLETE
497,0.23329393565654755,2023-10-31 17:50:50.435103,2023-10-31 17:50:50.584979,0 days 00:00:00.149876,Tanh,ReLU,Tanh,42,23,22.0,15.0,0.04747666971776438,3,277,0.2659762219565236,0.00011129183396492577,135.22780462411734,tensor(0.2333),tensor(0.7393),COMPLETE
498,0.15544360876083374,2023-10-31 17:50:50.585399,2023-10-31 17:50:50.880469,0 days 00:00:00.295070,Leaky,Leaky,Tanh,36,24,21.0,18.0,0.03125427890269241,3,293,0.6831553864731498,0.0013520758114898268,95.57083660623302,tensor(0.1554),tensor(0.8557),COMPLETE
499,0.14233358204364777,2023-10-31 17:50:50.880917,2023-10-31 17:50:51.411238,0 days 00:00:00.530321,Tanh,Leaky,Tanh,44,22,11.0,17.0,0.017988346308513106,3,403,0.7227258984324983,0.00035072368071861765,79.22663895289104,tensor(0.1423),tensor(0.8627),COMPLETE
